1534475788	-0.114	-0.035	-1.063	-0.024	-1.353	-1.518	-1.321	-1.025	0.254	-0.879	0.341	0.049	-1.138	-1.413	0.088	-1.494	-0.411	-0.820
1534475900	-0.062	-0.134	-0.786	-0.088	-1.211	-1.638	-1.044	-0.986	0.294	-0.837	0.301	0.101	-1.127	-1.339	0.204	-1.436	-0.358	-0.765
1534476235	-0.146	0.082	-1.066	0.090	-1.405	-1.392	-1.333	-0.891	0.286	-0.774	0.346	-0.035	-1.098	-1.444	0.073	-1.414	-0.433	-0.730
1534476421	-0.104	-0.037	-0.872	-0.020	-1.259	-1.500	-1.106	-0.912	0.269	-0.762	0.311	0.023	-1.143	-1.347	0.132	-1.396	-0.379	-0.668
1534476644	-0.014	-0.008	-0.859	0.053	-1.343	-1.365	-1.211	-0.913	0.224	-0.740	0.250	0.025	-0.971	-1.447	0.268	-1.489	-0.406	-0.696
1534476718	0.008	-0.017	-0.698	-0.007	-1.154	-1.495	-1.002	-0.925	0.284	-0.772	0.272	-0.003	-1.130	-1.332	0.253	-1.402	-0.345	-0.696
1534476830	-0.117	0.009	-1.031	0.085	-1.358	-1.392	-1.284	-0.895	0.301	-0.659	0.304	0.062	-1.115	-1.535	0.116	-1.320	-0.419	-0.333
1534476904	-0.101	0.066	-0.837	0.044	-1.225	-1.479	-1.048	-0.895	0.283	-0.731	0.323	-0.009	-1.188	-1.355	0.149	-1.318	-0.363	-0.410
1534477314	-0.058	0.006	-0.938	0.080	-1.328	-1.397	-1.297	-0.883	0.256	-0.684	0.272	0.049	-1.048	-1.540	0.191	-1.310	-0.414	-0.350
1534477388	-0.081	0.064	-0.813	0.056	-1.220	-1.464	-1.070	-0.872	0.287	-0.706	0.287	-0.008	-1.150	-1.368	0.176	-1.311	-0.376	-0.387
1534477462	-0.149	0.063	-0.883	0.037	-1.233	-1.471	-1.030	-0.890	0.350	-0.723	0.374	-0.023	-1.298	-1.350	0.097	-1.324	-0.350	-0.400
1534477611	-0.086	0.000	-0.846	0.011	-1.239	-1.475	-1.097	-0.893	0.268	-0.679	0.302	0.029	-1.153	-1.377	0.161	-1.329	-0.377	-0.310
1534477760	-0.044	-0.006	-0.760	0.007	-1.197	-1.494	-1.004	-0.871	0.309	-0.677	0.297	0.025	-1.183	-1.384	0.209	-1.314	-0.352	-0.338
1534477834	-0.105	0.033	-0.871	0.038	-1.253	-1.466	-1.100	-0.861	0.274	-0.685	0.316	0.004	-1.151	-1.401	0.131	-1.299	-0.373	-0.347
1534478020	-0.117	0.091	-0.881	0.058	-1.235	-1.458	-1.076	-0.880	0.314	-0.719	0.337	-0.035	-1.220	-1.366	0.107	-1.314	-0.361	-0.391
1534478058	-0.140	0.063	-0.907	0.046	-1.264	-1.462	-1.098	-0.872	0.292	-999.000	0.335	-0.021	-999.000	-1.378	0.094	-1.297	-0.374	-0.347
