1534475919	17/08/2018 05:18	1
1534476253	17/08/2018 05:24	1
1534476439	17/08/2018 05:27	1
1534476663	17/08/2018 05:31	1
1534476737	17/08/2018 05:32	1
1534476923	17/08/2018 05:35	1
1534477406	17/08/2018 05:43	0
1534477481	17/08/2018 05:44	0
1534477853	17/08/2018 05:50	0
1534595258	18/08/2018 14:27	1
1535114846	24/08/2018 14:47	1
1535115218	24/08/2018 14:53	1
1535251131	26/08/2018 04:38	1
1535325212	27/08/2018 01:13	1
1535575060	29/08/2018 22:37	0
1535746601	31/08/2018 22:16	0
1535797343	01/09/2018 12:22	1
1536197225	06/09/2018 03:27	1
1536238295	06/09/2018 14:51	0
1536278807	07/09/2018 02:06	1
1536278956	07/09/2018 02:09	1
1536315714	07/09/2018 12:21	1
1536906260	14/09/2018 08:24	0
1536906335	14/09/2018 08:25	0
1537026891	15/09/2018 17:54	0
1537026965	15/09/2018 17:56	0
1537027039	15/09/2018 17:57	0
1537033695	15/09/2018 19:48	0
1537033993	15/09/2018 19:53	0
1537034142	15/09/2018 19:55	0
1537034216	15/09/2018 19:56	0
1537034365	15/09/2018 19:59	0
1537034439	15/09/2018 20:00	0
1537034514	15/09/2018 20:01	0
1537034588	15/09/2018 20:03	0
1537034663	15/09/2018 20:04	0
1537034738	15/09/2018 20:05	0
1537034812	15/09/2018 20:06	0
1537034887	15/09/2018 20:08	0
1537034961	15/09/2018 20:09	0
1537035110	15/09/2018 20:11	0
1537066799	16/09/2018 04:59	0
1537083891	16/09/2018 09:44	0
1537084077	16/09/2018 09:47	0
1537655106	23/09/2018 00:25	0
1537697682	23/09/2018 12:14	1
1537697756	23/09/2018 12:15	1
1537698054	23/09/2018 12:20	1
1537721246	23/09/2018 18:47	1
1537721543	23/09/2018 18:52	1
1537721618	23/09/2018 18:53	1
1537721692	23/09/2018 18:54	1
1537721990	23/09/2018 18:59	1
1537722994	23/09/2018 19:16	1
1537723515	23/09/2018 19:25	1
1537723589	23/09/2018 19:26	1
1537723850	23/09/2018 19:30	1
1537750045	24/09/2018 02:47	0
1537750380	24/09/2018 02:53	0
1537750603	24/09/2018 02:56	0
1537750975	24/09/2018 03:02	0
1537751049	24/09/2018 03:04	0
1537792348	24/09/2018 14:32	1
1537792422	24/09/2018 14:33	1
1537792497	24/09/2018 14:34	1
1537792719	24/09/2018 14:38	1
1537792868	24/09/2018 14:41	1
1537793091	24/09/2018 14:44	1
1537793463	24/09/2018 14:51	1
1537793686	24/09/2018 14:54	1
1537793835	24/09/2018 14:57	1
1537842000	25/09/2018 04:20	1
1537842930	25/09/2018 04:35	1
1537843005	25/09/2018 04:36	0
1537843079	25/09/2018 04:37	0
1537843153	25/09/2018 04:39	0
1537843228	25/09/2018 04:40	0
1537843302	25/09/2018 04:41	0
1537843377	25/09/2018 04:42	0
1537843451	25/09/2018 04:44	0
1537892231	25/09/2018 18:17	0
1537892603	25/09/2018 18:23	0
1534476849	17/08/2018 05:34	1
1535113952	24/08/2018 14:32	1
1535114138	24/08/2018 14:35	1
1535114325	24/08/2018 14:38	1
1535114399	24/08/2018 14:39	1
1535114474	24/08/2018 14:41	1
1535114548	24/08/2018 14:42	1
1535114622	24/08/2018 14:43	1
1535114697	24/08/2018 14:44	1
1535114771	24/08/2018 14:46	1
1535114920	24/08/2018 14:48	1
1535114994	24/08/2018 14:49	1
1535115069	24/08/2018 14:51	1
1535115143	24/08/2018 14:52	1
1535115292	24/08/2018 14:54	1
1535115366	24/08/2018 14:56	1
1535115441	24/08/2018 14:57	1
1535115515	24/08/2018 14:58	1
1535115590	24/08/2018 14:59	1
1535251205	26/08/2018 04:40	1
1535325286	27/08/2018 01:14	1
1535415114	28/08/2018 02:11	1
1535517303	29/08/2018 06:35	0
1535548754	29/08/2018 15:19	1
1535619428	30/08/2018 10:57	1
1535746675	31/08/2018 22:17	0
1535794925	01/09/2018 11:42	1
1535830995	01/09/2018 21:43	1
1535853013	02/09/2018 03:50	1
1535884629	02/09/2018 12:37	0
1535921453	02/09/2018 22:50	0
1535953623	03/09/2018 07:47	1
1535990038	03/09/2018 17:53	1
1536037741	04/09/2018 07:09	1
1536145800	05/09/2018 13:10	0
1536479262	09/09/2018 09:47	1
1536547276	10/09/2018 04:41	1
1537035184	15/09/2018 20:13	0
1537892492	25/09/2018 18:21	1
1534477332	17/08/2018 05:42	1
1534594961	18/08/2018 14:22	1
1534595444	18/08/2018 14:30	1
1534595630	18/08/2018 14:33	1
1534596077	18/08/2018 14:41	1
1535054175	23/08/2018 21:56	1
1535389469	27/08/2018 19:04	0
1535737444	31/08/2018 19:44	0
1535737593	31/08/2018 19:46	0
1535738337	31/08/2018 19:58	0
1536090237	04/09/2018 21:43	0
1536339359	07/09/2018 18:55	0
1536366589	08/09/2018 02:29	1
1536505756	09/09/2018 17:09	1
1536547351	10/09/2018 04:42	1
1536954418	14/09/2018 21:46	0
1536986143	15/09/2018 06:35	0
1536986292	15/09/2018 06:38	0
1536986366	15/09/2018 06:39	0
1537126793	16/09/2018 21:39	0
1537126904	16/09/2018 21:41	0
1537697496	23/09/2018 12:11	1
1537750231	24/09/2018 02:50	0
1537750529	24/09/2018 02:55	0
1537793537	24/09/2018 14:52	1
1537910586	25/09/2018 23:23	0
1536278361	07/09/2018 01:59	1
1536279700	07/09/2018 02:21	0
1536314412	07/09/2018 12:00	1
1536366292	08/09/2018 02:24	1
1537034291	15/09/2018 19:58	0
1537792942	24/09/2018 14:42	1
1537793240	24/09/2018 14:47	1
1537842558	25/09/2018 04:29	0
1537842633	25/09/2018 04:30	0
1537842707	25/09/2018 04:31	0
1537842781	25/09/2018 04:33	0
1537842856	25/09/2018 04:34	0
1537893273	25/09/2018 18:34	1
1537893421	25/09/2018 18:37	1
