1534475826	-0.309	1.716	0.349	0.999	-0.028	0.528	0.183	-0.415	-1.164	0.774	-0.029	0.771	-0.570	0.313	-0.164	-0.422	-0.164	-0.422
1534475937	-0.316	1.542	0.421	0.851	0.041	0.431	0.261	-0.398	-1.202	0.704	0.002	0.646	-0.406	0.253	-0.138	-0.468	-0.138	-0.468
1534476309	-0.341	1.545	0.342	1.016	0.021	0.740	0.340	-0.310	-1.212	0.611	-0.063	0.690	-0.497	0.403	-0.142	-0.378	-0.142	-0.378
1534476458	-0.285	1.523	0.425	1.048	0.065	0.750	0.362	-0.293	-1.215	0.594	-0.008	0.663	-0.256	0.352	-0.056	-0.375	-0.056	-0.375
1534476532	-0.300	1.311	0.287	1.056	-0.050	0.930	0.210	-0.234	-1.164	0.419	0.021	0.517	-0.390	0.393	-0.139	-0.273	-0.139	-0.273
1534476570	-0.297	1.157	0.424	0.864	0.014	0.803	0.215	-0.250	-1.176	0.347	0.085	0.469	-0.211	0.346	-0.207	-0.292	-0.207	-0.292
1534477351	-0.358	1.328	0.364	1.036	0.018	0.933	0.289	-0.239	-1.224	0.414	0.007	0.561	-0.356	0.393	-0.074	-0.260	-0.074	-0.260
1534477425	-0.357	1.157	0.324	0.877	-0.029	0.813	0.174	-0.245	-1.136	0.346	0.073	0.464	-0.299	0.328	-0.223	-0.298	-0.223	-0.298
1534477648	-0.331	1.150	0.390	0.858	0.030	0.799	0.211	-0.257	-1.184	0.344	0.059	0.442	-0.230	0.344	-0.193	-0.294	-0.193	-0.294
1534477797	-0.324	1.151	0.401	0.854	0.019	0.800	0.188	-0.258	-1.181	0.335	0.068	0.445	-0.222	0.334	-0.207	-0.300	-0.207	-0.300
1534478095	-0.323	1.146	0.402	0.877	0.027	0.797	0.200	-0.257	-1.184	0.350	0.079	0.449	-0.218	0.343	-0.213	-0.310	-0.213	-0.310
1534478169	-0.366	1.150	0.317	0.878	0.004	0.809	0.212	-0.265	-1.159	0.344	0.054	0.467	-0.295	0.336	-0.201	-0.294	-0.201	-0.294
1534478318	-0.329	1.149	0.358	0.866	0.003	0.792	0.153	-0.252	-1.165	0.337	0.074	0.447	-0.255	0.338	-0.229	-0.302	-0.229	-0.302
1534478467	-0.315	1.151	0.391	0.857	0.014	0.788	0.184	-0.259	-1.189	0.350	0.082	0.448	-0.224	0.338	-0.210	-0.300	-0.210	-0.300
1534478541	-0.311	1.147	0.362	0.852	-0.025	0.800	0.116	-0.261	-1.139	0.358	0.088	0.443	-0.260	0.345	-0.294	-0.289	-0.294	-0.289
1534478616	-0.320	1.150	0.425	0.860	0.015	0.794	0.218	-0.258	-1.188	0.345	0.082	0.454	-0.214	0.343	-0.197	-0.303	-0.197	-0.303
1534478690	-0.354	1.161	0.355	0.849	0.004	0.822	0.223	-0.251	-1.166	0.349	0.065	0.461	-0.258	0.333	-0.203	-0.305	-0.203	-0.305
1534478764	-0.304	1.154	0.426	0.846	0.020	0.794	0.178	-0.253	-1.181	0.350	0.079	0.460	-0.196	0.346	-0.225	-0.300	-0.225	-0.300
1534478839	-0.289	1.153	0.499	0.860	0.063	0.802	0.233	-0.252	-1.218	0.340	0.087	0.462	-0.125	0.346	-0.176	-0.300	-0.176	-0.300
1534478988	-0.287	1.159	0.427	0.863	0.005	0.778	0.141	-0.273	-1.181	0.346	0.082	0.451	-0.191	0.331	-0.241	-0.300	-0.241	-0.300
1534479062	-0.303	1.141	0.404	0.851	-0.019	0.789	0.108	-0.259	-1.153	0.362	0.085	0.447	-0.232	0.345	-0.281	-0.308	-0.281	-0.308
1534479136	-0.350	1.147	0.305	0.860	-0.029	0.805	0.120	-0.249	-1.137	0.340	0.073	0.460	-0.305	0.324	-0.268	-0.303	-0.268	-0.303
-999	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000
1534479211	-0.302	1.151	0.400	0.859	-0.012	0.783	0.109	-0.260	-1.154	0.335	0.087	0.456	-0.230	0.340	-0.272	-0.312	-0.272	-0.312
1534479285	-0.288	1.141	0.442	0.849	0.014	0.786	0.156	-0.255	-1.183	0.337	0.078	0.445	-0.197	0.341	-0.236	-0.292	-0.236	-0.292
1534479322	-0.313	1.149	0.409	0.851	0.013	0.787	0.131	-0.259	-1.169	0.358	0.081	0.452	-0.218	0.342	-0.257	-0.299	-0.257	-0.299
1534479322	-0.313	1.149	0.409	0.851	0.013	0.787	0.131	-0.259	-1.169	0.358	0.081	0.452	-0.218	0.342	-0.257	-0.299	-0.257	-0.299
1534479360	-0.283	1.151	0.492	0.859	0.073	0.803	0.234	-0.266	-1.211	0.338	0.092	0.460	-0.124	0.340	-0.156	-0.298	-0.156	-0.298
-999	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000
-999	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000
-999	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000
1534594868	0.127	0.769	0.865	1.078	-0.021	1.685	-0.377	0.110	-1.082	-0.263	0.391	0.305	0.252	0.619	-0.850	-0.023	-0.850	-0.023
1534594980	0.091	0.625	0.827	0.946	-0.057	1.500	-0.422	0.059	-1.041	-0.287	0.424	0.280	0.222	0.516	-0.850	-0.062	-0.850	-0.062
1534595277	0.095	0.766	0.763	1.103	-0.104	1.626	-0.472	0.142	-1.003	-0.231	0.383	0.351	0.075	0.607	-0.860	0.029	-0.860	0.029
1534595686	0.105	1.016	0.811	1.078	-0.023	1.448	-0.360	-0.005	-1.082	-0.007	0.383	0.443	0.198	0.545	-0.804	-0.136	-0.804	-0.136
1534596096	0.136	0.989	0.766	1.098	-0.075	1.372	-0.444	0.017	-1.070	-0.002	0.408	0.460	0.168	0.540	-0.903	-0.133	-0.903	-0.133
1534596170	0.078	0.836	0.803	0.939	-0.049	1.256	-0.451	-0.051	-1.055	-0.044	0.421	0.365	0.207	0.456	-0.860	-0.184	-0.860	-0.184
1534596244	0.067	0.821	0.678	0.926	-0.136	1.234	-0.613	-0.057	-0.953	-0.046	0.426	0.341	0.073	0.475	-1.028	-0.170	-1.028	-0.170
1534596356	0.110	0.826	0.821	0.919	-0.078	1.242	-0.508	-0.058	-1.024	-0.039	0.438	0.355	0.225	0.482	-0.912	-0.187	-0.912	-0.187
1534596430	0.105	0.830	0.789	0.911	-0.077	1.240	-0.543	-0.066	-1.007	-0.040	0.434	0.341	0.173	0.471	-0.971	-0.157	-0.971	-0.157
1534596505	0.067	0.832	0.807	0.934	-0.065	1.254	-0.442	-0.058	-1.035	-0.019	0.395	0.361	0.190	0.445	-0.844	-0.158	-0.844	-0.158
1534596579	0.118	0.828	0.850	0.927	-0.041	1.239	-0.442	-0.055	-1.051	-0.043	0.437	0.339	0.248	0.472	-0.873	-0.166	-0.873	-0.166
1534596654	0.124	0.816	0.842	0.914	-0.061	1.229	-0.480	-0.055	-1.031	-0.040	0.450	0.327	0.234	0.481	-0.901	-0.177	-0.901	-0.177
1534596728	0.121	0.825	0.854	0.924	-0.045	1.239	-0.475	-0.061	-1.047	-0.048	0.439	0.342	0.246	0.482	-0.890	-0.170	-0.890	-0.170
1534596802	0.123	0.829	0.867	0.907	-0.042	1.235	-0.459	-0.049	-1.051	-0.037	0.453	0.337	0.251	0.467	-0.897	-0.176	-0.897	-0.176
1534596877	0.066	0.831	0.739	0.937	-0.093	1.245	-0.496	-0.042	-0.997	-0.035	0.421	0.351	0.136	0.458	-0.905	-0.163	-0.905	-0.163
1534596951	0.116	0.833	0.824	0.919	-0.073	1.241	-0.500	-0.056	-1.022	-0.041	0.446	0.346	0.219	0.471	-0.922	-0.174	-0.922	-0.174
-999	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000
-999	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000
1534596988	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
-999	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000
-999	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000
